timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-03-01T01:00:10,max,session_20260301_010010.jsonl,0.6711074499999999,61,44666,695043,3050,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.49707205,""in"":71,""out"":3556,""cache_read"":697301,""cache_create"":59821},""claude-haiku-4-5-20251001"":{""cost"":0.07094465,""in"":57895,""out"":1012,""cache_read"":11134,""cache_create"":5501},""claude-opus-4-5-20251101"":{""cost"":0.10309075,""in"":6,""out"":379,""cache_read"":11134,""cache_create"":14083}}"
2026-03-01T04:00:10,max,session_20260301_040010.jsonl,0.57805735,53,42206,502504,2095,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.060204650000000005,""in"":48565,""out"":730,""cache_read"":11134,""cache_create"":5501},""claude-opus-4-5-20251101"":{""cost"":0.10076575,""in"":6,""out"":286,""cache_read"":11134,""cache_create"":14083},""claude-sonnet-4-5-20250929"":{""cost"":0.41708694999999996,""in"":63,""out"":2837,""cache_read"":504764,""cache_create"":56777}}"
2026-03-01T07:00:10,max,session_20260301_070010.jsonl,0.67328895,44,41610,504687,1894,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.057231649999999995,""in"":45167,""out"":815,""cache_read"":11134,""cache_create"":5501},""claude-sonnet-4-5-20250929"":{""cost"":0.5109165499999999,""in"":64,""out"":3359,""cache_read"":509211,""cache_create"":76687},""claude-opus-4-5-20251101"":{""cost"":0.10514075,""in"":6,""out"":461,""cache_read"":11134,""cache_create"":14083}}"
2026-03-01T10:00:10,max,session_20260301_100010.jsonl,0.6917886999999999,45,48285,725718,2370,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.06790864999999999,""in"":55694,""out"":845,""cache_read"":11134,""cache_create"":5501},""claude-opus-4-5-20251101"":{""cost"":0.10084075,""in"":6,""out"":289,""cache_read"":11134,""cache_create"":14083},""claude-sonnet-4-5-20250929"":{""cost"":0.5230393,""in"":55,""out"":3129,""cache_read"":727981,""cache_create"":66012}}"
2026-03-01T13:00:10,max,session_20260301_130010.jsonl,0.93548015,1115,52584,917691,2936,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.07049464999999998,""in"":57810,""out"":939,""cache_read"":11134,""cache_create"":5501},""claude-opus-4-5-20251101"":{""cost"":0.10329075,""in"":6,""out"":387,""cache_read"":11134,""cache_create"":14083},""claude-sonnet-4-5-20250929"":{""cost"":0.7616947499999999,""in"":1145,""out"":5007,""cache_read"":926395,""cache_create"":100063}}"
2026-03-01T16:00:10,max,session_20260301_160010.jsonl,0.8173957499999999,48,62076,911731,2840,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.09037365000000001,""in"":77099,""out"":1057,""cache_read"":11134,""cache_create"":5501},""claude-sonnet-4-5-20250929"":{""cost"":0.6260813499999999,""in"":58,""out"":3471,""cache_read"":913987,""cache_create"":77239},""claude-opus-4-5-20251101"":{""cost"":0.10094075,""in"":6,""out"":293,""cache_read"":11134,""cache_create"":14083}}"
2026-03-01T19:00:10,max,session_20260301_190010.jsonl,0.79235385,1153,54814,657101,2475,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.6132444499999998,""in"":1173,""out"":3843,""cache_read"":661614,""cache_create"":88959},""claude-haiku-4-5-20251001"":{""cost"":0.07621865,""in"":63129,""out"":1020,""cache_read"":11134,""cache_create"":5501},""claude-opus-4-5-20251101"":{""cost"":0.10289075,""in"":6,""out"":371,""cache_read"":11134,""cache_create"":14083}}"
2026-03-01T23:00:10,max,session_20260301_230010.jsonl,0.9831445000000002,82,65338,1057150,5537,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.16329875,""in"":6,""out"":214,""cache_read"":0,""cache_create"":25267},""claude-haiku-4-5-20251001"":{""cost"":0.096127,""in"":68152,""out"":1430,""cache_read"":0,""cache_create"":16660},""claude-sonnet-4-5-20250929"":{""cost"":0.7237187500000001,""in"":92,""out"":6232,""cache_read"":1059405,""cache_create"":80571}}"
2026-03-01T02:00:10,beth,session_20260301_020010.jsonl,0.6830715999999999,72,47745,699107,2841,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.5008634499999999,""in"":82,""out"":3363,""cache_read"":703279,""cache_create"":61117},""claude-haiku-4-5-20251001"":{""cost"":0.0767799,""in"":63284,""out"":1064,""cache_read"":11134,""cache_create"":5650},""claude-opus-4-5-20251101"":{""cost"":0.10542825,""in"":6,""out"":398,""cache_read"":11134,""cache_create"":14381}}"
2026-03-01T05:00:10,beth,session_20260301_050010.jsonl,0.6305063,39,41050,668454,2584,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.4596041499999999,""in"":49,""out"":3291,""cache_read"":672628,""cache_create"":52881},""claude-haiku-4-5-20251001"":{""cost"":0.06084890000000001,""in"":48303,""out"":874,""cache_read"":11134,""cache_create"":5650},""claude-opus-4-5-20251101"":{""cost"":0.11005325,""in"":6,""out"":583,""cache_read"":11134,""cache_create"":14381}}"
